device_id,device_type,data_type,data_size_kb,sampling_rate_hz,encryption_algorithm,key_size_bits,key_rotation_days,data_age_years,expected_retention_years,confidentiality_level,regulatory_requirement,access_frequency,risk_label,compliance_score,device_uptime_days
industrial_monitor_07112,industrial_monitor,vibration,171.26,55.331,RSA-2048,2048,730,7.47,6.4,high,"ISO27001, NIST",hourly,high,0.820777359072713,1810
health_monitor_07113,health_monitor,spo2,123.75,5.61,AES-256,256,730,6.63,28.0,critical,"HIPAA, GDPR",monthly,high,0.807572173269295,2214
environmental_sensor_07114,environmental_sensor,particulate_matter,24.47,0.015,RSA-2048,2048,730,2.78,5.6,low,None,monthly,medium,0.9675514935165732,1212
industrial_monitor_07115,industrial_monitor,flow_rate,97.74,88.709,RSA-2048,2048,365,7.87,11.0,high,"ISO27001, NIST",hourly,critical,0.9173217372173531,1818
location_tracker_07116,location_tracker,altitude,28.58,0.301,RSA-2048,2048,1825,4.37,3.1,high,"GDPR, CCPA",weekly,high,0.9833381599143944,794
health_monitor_07117,health_monitor,blood_pressure,105.95,4.573,RSA-2048,2048,365,5.61,22.1,critical,"HIPAA, GDPR",rarely,critical,0.7216227097936373,3039
environmental_sensor_07118,environmental_sensor,noise,45.03,0.069,AES-256,256,30,5.89,2.7,low,None,monthly,low,0.9481783373191148,2547
location_tracker_07119,location_tracker,altitude,17.46,0.385,RSA-2048,2048,30,5.46,7.7,high,"GDPR, CCPA",daily,high,0.7984125703110204,3445
environmental_sensor_07120,environmental_sensor,noise,47.03,0.074,RSA-2048,2048,90,7.07,3.0,low,None,daily,low,0.8772878015506871,711
location_tracker_07121,location_tracker,gps_coordinates,31.57,0.551,RSA-2048,2048,730,0.4,7.5,high,"GDPR, CCPA",daily,high,0.9110869894435706,1645
environmental_sensor_07122,environmental_sensor,particulate_matter,55.89,0.065,RSA-3072,3072,730,0.26,2.7,low,None,daily,low,0.7424668810828126,433
industrial_monitor_07123,industrial_monitor,vibration,246.97,15.615,RSA-4096,4096,730,2.0,6.8,high,"ISO27001, NIST",monthly,medium,0.9245415592682036,106
location_tracker_07124,location_tracker,altitude,29.98,0.143,ECC-384,384,30,3.12,5.8,high,"GDPR, CCPA",monthly,medium,0.8022101161937952,1355
environmental_sensor_07125,environmental_sensor,co2,60.84,0.055,RSA-2048,2048,30,0.91,4.4,low,None,daily,medium,0.7835659488828997,1756
health_monitor_07126,health_monitor,blood_pressure,90.13,7.409,ECC-256,256,730,0.6,13.8,critical,"HIPAA, GDPR",daily,critical,0.8414621753467243,2862
environmental_sensor_07127,environmental_sensor,co2,31.33,0.053,RSA-2048,2048,365,6.44,3.2,low,None,monthly,medium,0.9348814331786931,2738
health_monitor_07128,health_monitor,temperature,33.33,3.357,RSA-2048,2048,730,6.62,16.0,critical,"HIPAA, GDPR",weekly,critical,0.8227087441734942,3633
environmental_sensor_07129,environmental_sensor,particulate_matter,38.54,0.053,RSA-2048,2048,1825,5.75,4.3,low,None,hourly,medium,0.8635646923243734,847
smart_home_sensor_07130,smart_home_sensor,motion,17.89,0.978,RSA-2048,2048,1825,0.24,3.7,low,GDPR,monthly,medium,0.771545911202823,3444
location_tracker_07131,location_tracker,speed,47.81,0.465,RSA-2048,2048,730,2.05,5.9,high,"GDPR, CCPA",monthly,high,0.7953693285398685,2733
location_tracker_07132,location_tracker,altitude,58.76,0.597,RSA-4096,4096,730,7.71,6.1,high,"GDPR, CCPA",rarely,medium,0.9824343336760278,922
smart_home_sensor_07133,smart_home_sensor,motion,30.71,0.656,RSA-3072,3072,180,3.55,3.4,low,GDPR,daily,medium,0.9757025746797938,1268
location_tracker_07134,location_tracker,gps_coordinates,34.11,0.983,RSA-2048,2048,1825,7.12,5.2,high,"GDPR, CCPA",weekly,high,0.9662784311357662,1576
location_tracker_07135,location_tracker,altitude,32.05,0.749,RSA-2048,2048,90,2.17,8.8,high,"GDPR, CCPA",hourly,critical,0.816542807371128,3552
industrial_monitor_07136,industrial_monitor,flow_rate,160.15,91.305,ECC-256,256,180,7.05,8.3,high,"ISO27001, NIST",daily,critical,0.7088040394526587,1495
smart_home_sensor_07137,smart_home_sensor,door_status,20.34,0.814,RSA-2048,2048,365,7.97,2.1,low,GDPR,weekly,medium,0.9757148285214254,2828
smart_home_sensor_07138,smart_home_sensor,door_status,15.62,0.206,RSA-2048,2048,365,7.69,4.4,low,GDPR,daily,medium,0.8202254738573944,3100
location_tracker_07139,location_tracker,speed,31.07,0.845,ECC-384,384,180,7.41,4.5,high,"GDPR, CCPA",rarely,high,0.9410719347674119,2067
environmental_sensor_07140,environmental_sensor,noise,47.31,0.033,RSA-2048,2048,30,4.49,5.4,low,None,monthly,medium,0.8547031157430469,3247
environmental_sensor_07141,environmental_sensor,co2,45.29,0.071,RSA-2048,2048,730,6.29,2.3,low,None,rarely,medium,0.9680177034498352,2442
industrial_monitor_07142,industrial_monitor,flow_rate,223.04,16.506,RSA-3072,3072,1825,4.13,13.3,high,"ISO27001, NIST",rarely,critical,0.7350802934686602,1784
health_monitor_07143,health_monitor,spo2,50.55,3.757,RSA-2048,2048,30,4.23,22.0,critical,"HIPAA, GDPR",monthly,critical,0.9489312729121524,2510
smart_home_sensor_07144,smart_home_sensor,motion,19.05,0.847,RSA-2048,2048,180,3.49,3.5,low,GDPR,rarely,medium,0.9602219206059694,1814
industrial_monitor_07145,industrial_monitor,vibration,201.09,18.748,ECC-256,256,90,3.03,5.9,high,"ISO27001, NIST",monthly,high,0.787022795943747,184
industrial_monitor_07146,industrial_monitor,pressure,184.81,52.682,RSA-3072,3072,730,5.26,11.8,high,"ISO27001, NIST",rarely,high,0.8875724253540909,1719
industrial_monitor_07147,industrial_monitor,flow_rate,252.47,81.467,ECC-384,384,730,5.09,14.6,high,"ISO27001, NIST",monthly,high,0.7165060744364061,1529
environmental_sensor_07148,environmental_sensor,co2,48.52,0.035,RSA-3072,3072,365,0.22,4.5,low,None,weekly,medium,0.7940236831651386,2185
smart_home_sensor_07149,smart_home_sensor,motion,26.86,0.569,RSA-3072,3072,730,4.28,4.2,low,GDPR,daily,medium,0.8117901557297996,894
environmental_sensor_07150,environmental_sensor,noise,57.55,0.04,ECC-256,256,365,4.08,3.4,low,None,hourly,medium,0.7284570710016512,2647
environmental_sensor_07151,environmental_sensor,noise,29.34,0.032,RSA-2048,2048,1825,2.64,2.5,low,None,hourly,medium,0.8299995857066511,1154
industrial_monitor_07152,industrial_monitor,pressure,161.52,56.966,ECC-384,384,30,7.52,14.2,high,"ISO27001, NIST",monthly,high,0.8943802598781891,2160
location_tracker_07153,location_tracker,gps_coordinates,38.81,0.729,RSA-3072,3072,730,6.63,9.5,high,"GDPR, CCPA",weekly,critical,0.8947637591021715,3366
industrial_monitor_07154,industrial_monitor,vibration,252.61,66.81,ECC-256,256,365,4.23,10.7,high,"ISO27001, NIST",daily,critical,0.8409857826730296,1061
smart_home_sensor_07155,smart_home_sensor,humidity,8.65,0.886,RSA-3072,3072,90,4.71,3.5,low,GDPR,hourly,medium,0.7370283808974833,1905
health_monitor_07156,health_monitor,blood_pressure,120.45,2.378,RSA-2048,2048,1825,2.86,14.1,critical,"HIPAA, GDPR",hourly,critical,0.7236289907957663,889
industrial_monitor_07157,industrial_monitor,vibration,107.11,50.466,RSA-3072,3072,730,5.07,12.2,high,"ISO27001, NIST",weekly,high,0.9467372136488711,2613
environmental_sensor_07158,environmental_sensor,particulate_matter,51.25,0.025,RSA-3072,3072,365,1.81,6.1,low,None,rarely,medium,0.8678714986295931,3314
location_tracker_07159,location_tracker,altitude,46.57,0.391,RSA-2048,2048,730,4.18,8.5,high,"GDPR, CCPA",hourly,critical,0.924969186658567,1753
location_tracker_07160,location_tracker,gps_coordinates,21.83,0.113,RSA-2048,2048,90,2.39,9.3,high,"GDPR, CCPA",hourly,critical,0.7099113640063327,2599
environmental_sensor_07161,environmental_sensor,co2,34.55,0.059,ECC-256,256,180,7.53,3.1,low,None,weekly,medium,0.8324495255493556,917
industrial_monitor_07162,industrial_monitor,temperature,157.72,30.043,RSA-2048,2048,30,5.95,7.5,high,"ISO27001, NIST",rarely,high,0.9711369033236092,2857
location_tracker_07163,location_tracker,speed,45.24,0.532,RSA-2048,2048,90,6.53,8.9,high,"GDPR, CCPA",monthly,critical,0.9124226140553406,2392
location_tracker_07164,location_tracker,speed,39.98,0.749,ECC-384,384,90,4.92,3.7,high,"GDPR, CCPA",daily,medium,0.9299040240224219,2927
smart_home_sensor_07165,smart_home_sensor,temperature,10.05,0.626,RSA-2048,2048,90,3.84,3.0,low,GDPR,monthly,medium,0.8413264871953472,1180
environmental_sensor_07166,environmental_sensor,noise,60.01,0.027,RSA-2048,2048,30,2.49,6.1,low,None,weekly,medium,0.9235077192877277,2181
smart_home_sensor_07167,smart_home_sensor,door_status,19.24,0.193,RSA-3072,3072,730,2.09,4.4,low,GDPR,weekly,medium,0.9016494646665729,820
location_tracker_07168,location_tracker,gps_coordinates,29.39,0.866,ECC-384,384,90,0.12,4.7,high,"GDPR, CCPA",rarely,high,0.7401129756184192,1754
industrial_monitor_07169,industrial_monitor,temperature,216.6,78.434,ECC-256,256,30,6.5,9.5,high,"ISO27001, NIST",hourly,critical,0.7273394549660209,1987
environmental_sensor_07170,environmental_sensor,noise,23.12,0.04,ECC-256,256,180,2.01,3.2,low,None,hourly,medium,0.7529688659596331,1277
environmental_sensor_07171,environmental_sensor,noise,22.78,0.037,AES-256,256,365,0.16,3.6,low,None,monthly,low,0.7238578227666679,891
smart_home_sensor_07172,smart_home_sensor,temperature,27.69,0.715,RSA-2048,2048,180,0.43,1.4,low,GDPR,hourly,medium,0.8733877245494243,3156
smart_home_sensor_07173,smart_home_sensor,humidity,30.07,0.785,RSA-2048,2048,365,2.24,1.9,low,GDPR,weekly,medium,0.989566879079687,146
health_monitor_07174,health_monitor,temperature,66.14,4.968,RSA-3072,3072,1825,5.38,14.7,critical,"HIPAA, GDPR",monthly,critical,0.9320553533657774,1874
location_tracker_07175,location_tracker,gps_coordinates,19.52,0.223,RSA-2048,2048,90,6.97,3.6,high,"GDPR, CCPA",rarely,high,0.9235774139641106,3240
industrial_monitor_07176,industrial_monitor,flow_rate,249.88,84.941,ECC-384,384,365,2.8,12.7,high,"ISO27001, NIST",weekly,high,0.9490232571074028,3050
health_monitor_07177,health_monitor,spo2,82.01,8.006,ECC-384,384,365,2.47,17.9,critical,"HIPAA, GDPR",monthly,critical,0.9703572953946489,727
health_monitor_07178,health_monitor,temperature,95.16,8.991,RSA-2048,2048,1825,5.09,10.7,critical,"HIPAA, GDPR",daily,critical,0.7912004912344455,2842
health_monitor_07179,health_monitor,temperature,101.37,2.514,ECC-384,384,30,3.46,24.3,critical,"HIPAA, GDPR",monthly,critical,0.7270605118597695,2372
industrial_monitor_07180,industrial_monitor,temperature,192.88,99.45,ECC-384,384,1825,5.53,7.5,high,"ISO27001, NIST",weekly,high,0.9254044666791518,2172
location_tracker_07181,location_tracker,altitude,31.19,0.411,ECC-256,256,90,7.6,3.5,high,"GDPR, CCPA",weekly,high,0.82805037682372,813
industrial_monitor_07182,industrial_monitor,flow_rate,66.39,29.645,RSA-2048,2048,90,1.39,12.6,high,"ISO27001, NIST",hourly,critical,0.9836127257294917,3259
location_tracker_07183,location_tracker,altitude,62.6,0.174,AES-256,256,1825,4.06,7.9,high,"GDPR, CCPA",daily,low,0.9800376022409876,554
health_monitor_07184,health_monitor,spo2,87.27,2.639,RSA-2048,2048,730,6.63,15.2,critical,"HIPAA, GDPR",weekly,critical,0.992226298824676,2197
environmental_sensor_07185,environmental_sensor,noise,37.93,0.018,ECC-256,256,1825,1.8,3.1,low,None,hourly,medium,0.932453106587014,2937
environmental_sensor_07186,environmental_sensor,co2,58.71,0.013,RSA-3072,3072,1825,2.22,4.2,low,None,daily,low,0.8838608312656266,3473
environmental_sensor_07187,environmental_sensor,co2,60.68,0.031,ECC-256,256,180,6.34,5.8,low,None,hourly,medium,0.930084746314279,1152
location_tracker_07188,location_tracker,altitude,30.69,0.696,RSA-2048,2048,365,3.27,5.5,high,"GDPR, CCPA",hourly,high,0.7825728061751187,723
smart_home_sensor_07189,smart_home_sensor,humidity,14.71,0.551,RSA-4096,4096,1825,6.44,4.1,low,GDPR,hourly,low,0.7006598932794047,1300
smart_home_sensor_07190,smart_home_sensor,temperature,25.01,0.678,ECC-256,256,180,6.49,2.4,low,GDPR,daily,medium,0.8382990787624721,1305
environmental_sensor_07191,environmental_sensor,air_quality,59.43,0.05,ECC-256,256,1825,5.43,2.1,low,None,daily,low,0.8919087370588454,207
health_monitor_07192,health_monitor,heart_rate,42.67,6.114,RSA-4096,4096,180,6.23,20.1,critical,"HIPAA, GDPR",weekly,critical,0.9516769695611651,1338
location_tracker_07193,location_tracker,gps_coordinates,44.06,0.481,RSA-2048,2048,730,5.54,4.2,high,"GDPR, CCPA",daily,high,0.7152341745692996,240
industrial_monitor_07194,industrial_monitor,pressure,119.4,97.376,RSA-2048,2048,180,7.55,8.7,high,"ISO27001, NIST",weekly,critical,0.7137203065013821,673
industrial_monitor_07195,industrial_monitor,pressure,174.82,62.313,RSA-2048,2048,1825,5.35,11.6,high,"ISO27001, NIST",rarely,critical,0.9810144011301458,797
environmental_sensor_07196,environmental_sensor,particulate_matter,60.15,0.083,RSA-2048,2048,1825,3.16,5.3,low,None,rarely,medium,0.7603903133450893,2524
health_monitor_07197,health_monitor,temperature,119.62,8.473,RSA-2048,2048,180,0.82,13.0,critical,"HIPAA, GDPR",hourly,critical,0.9064810750778851,3393
health_monitor_07198,health_monitor,spo2,95.74,8.471,RSA-2048,2048,730,2.55,29.3,critical,"HIPAA, GDPR",monthly,critical,0.7440739902144511,2225
environmental_sensor_07199,environmental_sensor,particulate_matter,52.93,0.032,RSA-3072,3072,365,4.19,2.0,low,None,monthly,low,0.9703480645678396,491
smart_home_sensor_07200,smart_home_sensor,door_status,12.77,0.118,RSA-2048,2048,30,0.25,1.8,low,GDPR,hourly,medium,0.924408418792851,2096
environmental_sensor_07201,environmental_sensor,air_quality,45.84,0.091,ECC-256,256,365,0.69,3.8,low,None,daily,medium,0.7163380813977304,2756
environmental_sensor_07202,environmental_sensor,particulate_matter,46.24,0.096,RSA-3072,3072,90,1.31,6.1,low,None,hourly,low,0.781660710672342,2596
environmental_sensor_07203,environmental_sensor,particulate_matter,24.4,0.055,RSA-2048,2048,730,7.37,5.4,low,None,monthly,medium,0.9909410384890561,312
health_monitor_07204,health_monitor,temperature,98.09,2.228,RSA-3072,3072,180,2.17,20.0,critical,"HIPAA, GDPR",daily,critical,0.9538696916328855,145
environmental_sensor_07205,environmental_sensor,particulate_matter,58.03,0.07,ECC-256,256,90,0.82,6.2,low,None,monthly,medium,0.7142985542900944,3515
industrial_monitor_07206,industrial_monitor,flow_rate,153.09,80.035,RSA-2048,2048,1825,6.8,10.4,high,"ISO27001, NIST",rarely,critical,0.7921914376872402,2686
smart_home_sensor_07207,smart_home_sensor,motion,31.68,0.615,ECC-256,256,90,1.68,3.3,low,GDPR,daily,high,0.7986776742550519,1690
smart_home_sensor_07208,smart_home_sensor,door_status,24.17,0.696,ECC-384,384,180,7.72,2.2,low,GDPR,daily,low,0.8439173203544441,283
industrial_monitor_07209,industrial_monitor,vibration,138.1,75.951,RSA-2048,2048,180,6.06,9.9,high,"ISO27001, NIST",daily,critical,0.7827724651845818,3327
location_tracker_07210,location_tracker,speed,39.39,0.369,RSA-3072,3072,30,6.56,4.8,high,"GDPR, CCPA",daily,medium,0.9488134255079681,1857
smart_home_sensor_07211,smart_home_sensor,door_status,27.65,0.396,ECC-384,384,730,7.88,2.4,low,GDPR,monthly,low,0.8412465188290684,1153
health_monitor_07212,health_monitor,temperature,48.99,1.427,RSA-2048,2048,30,7.81,16.2,critical,"HIPAA, GDPR",rarely,critical,0.7037651006737575,53
environmental_sensor_07213,environmental_sensor,particulate_matter,42.17,0.061,RSA-2048,2048,30,2.53,2.9,low,None,weekly,medium,0.8168565435829002,93
environmental_sensor_07214,environmental_sensor,co2,28.7,0.092,AES-256,256,30,6.61,2.5,low,None,monthly,low,0.8778900746015125,1304
location_tracker_07215,location_tracker,speed,60.04,0.348,RSA-3072,3072,180,4.78,5.5,high,"GDPR, CCPA",monthly,high,0.8977758406363022,2559
smart_home_sensor_07216,smart_home_sensor,motion,28.73,0.252,ECC-256,256,365,0.65,2.7,low,GDPR,hourly,low,0.7289033209923391,638
location_tracker_07217,location_tracker,gps_coordinates,63.96,0.14,RSA-2048,2048,730,2.79,5.8,high,"GDPR, CCPA",hourly,high,0.8491907288367451,1206
environmental_sensor_07218,environmental_sensor,noise,41.04,0.034,ECC-256,256,365,3.83,2.2,low,None,daily,low,0.8291113113762668,883
smart_home_sensor_07219,smart_home_sensor,temperature,25.77,0.291,ECC-256,256,30,4.5,1.2,low,GDPR,hourly,medium,0.7527929134589739,990
health_monitor_07220,health_monitor,heart_rate,55.85,5.331,RSA-3072,3072,730,1.61,23.4,critical,"HIPAA, GDPR",monthly,critical,0.7540657151552423,2883
industrial_monitor_07221,industrial_monitor,flow_rate,126.5,90.984,AES-256,256,1825,6.14,7.1,high,"ISO27001, NIST",rarely,medium,0.991913915814346,889
smart_home_sensor_07222,smart_home_sensor,door_status,25.57,0.626,RSA-2048,2048,1825,2.47,1.3,low,GDPR,hourly,medium,0.8240546584284314,3446
health_monitor_07223,health_monitor,temperature,55.01,3.088,RSA-3072,3072,30,2.88,11.5,critical,"HIPAA, GDPR",rarely,high,0.8920868185603559,685
smart_home_sensor_07224,smart_home_sensor,door_status,18.53,0.697,RSA-2048,2048,30,6.51,1.2,low,GDPR,monthly,medium,0.7618648137743342,460
industrial_monitor_07225,industrial_monitor,flow_rate,72.23,86.271,RSA-2048,2048,180,4.71,11.8,high,"ISO27001, NIST",rarely,critical,0.9869413815576864,1842
smart_home_sensor_07226,smart_home_sensor,motion,9.87,0.122,RSA-2048,2048,730,3.82,1.1,low,GDPR,rarely,medium,0.9840316982717687,2475
smart_home_sensor_07227,smart_home_sensor,motion,14.16,0.341,RSA-2048,2048,30,2.11,3.5,low,GDPR,daily,high,0.9380495695780086,766
industrial_monitor_07228,industrial_monitor,vibration,222.39,98.669,RSA-2048,2048,30,2.65,10.6,high,"ISO27001, NIST",monthly,critical,0.8308485794881451,3634
health_monitor_07229,health_monitor,blood_pressure,111.62,8.29,RSA-2048,2048,180,1.16,24.4,critical,"HIPAA, GDPR",rarely,critical,0.8245610590041709,711
industrial_monitor_07230,industrial_monitor,vibration,80.93,13.958,ECC-256,256,365,1.43,7.0,high,"ISO27001, NIST",weekly,high,0.966938994446985,818
industrial_monitor_07231,industrial_monitor,flow_rate,171.49,96.888,ECC-384,384,90,1.95,8.6,high,"ISO27001, NIST",rarely,high,0.9606132500795643,3423
environmental_sensor_07232,environmental_sensor,co2,39.46,0.021,ECC-384,384,180,2.32,4.4,low,None,monthly,low,0.9773747848324441,2480
location_tracker_07233,location_tracker,altitude,38.55,0.26,RSA-2048,2048,30,2.5,9.5,high,"GDPR, CCPA",daily,critical,0.7819571646505384,1056
industrial_monitor_07234,industrial_monitor,vibration,237.1,83.075,RSA-2048,2048,365,1.58,5.9,high,"ISO27001, NIST",daily,high,0.8986497159328324,2416
location_tracker_07235,location_tracker,gps_coordinates,28.12,0.1,RSA-2048,2048,1825,6.9,9.4,high,"GDPR, CCPA",rarely,critical,0.9015267301163546,940
smart_home_sensor_07236,smart_home_sensor,humidity,13.89,0.148,RSA-2048,2048,90,2.1,4.9,low,GDPR,monthly,high,0.8080012358327673,687
industrial_monitor_07237,industrial_monitor,pressure,164.89,47.969,RSA-2048,2048,1825,4.82,9.6,high,"ISO27001, NIST",rarely,critical,0.7283658649886028,854
smart_home_sensor_07238,smart_home_sensor,motion,17.62,0.408,ECC-384,384,90,6.9,3.0,low,GDPR,hourly,low,0.7313169489655281,344
environmental_sensor_07239,environmental_sensor,noise,50.27,0.052,RSA-2048,2048,730,5.23,5.1,low,None,rarely,medium,0.9528683863077719,856
environmental_sensor_07240,environmental_sensor,co2,35.52,0.024,RSA-3072,3072,730,1.83,6.0,low,None,weekly,medium,0.8025225104192726,3374
location_tracker_07241,location_tracker,altitude,25.15,0.239,RSA-4096,4096,1825,6.28,5.5,high,"GDPR, CCPA",daily,medium,0.9671179754569432,140
health_monitor_07242,health_monitor,spo2,104.81,4.694,ECC-256,256,90,1.7,23.0,critical,"HIPAA, GDPR",rarely,critical,0.7858853404890427,2291
smart_home_sensor_07243,smart_home_sensor,door_status,23.31,0.367,ECC-384,384,90,1.61,4.3,low,GDPR,monthly,medium,0.760797832444063,3118
location_tracker_07244,location_tracker,altitude,40.19,0.999,RSA-2048,2048,90,0.47,8.9,high,"GDPR, CCPA",weekly,critical,0.817861026039666,3191
environmental_sensor_07245,environmental_sensor,noise,31.55,0.022,ECC-384,384,1825,1.28,3.7,low,None,monthly,medium,0.9171934341771177,3404
industrial_monitor_07246,industrial_monitor,vibration,165.13,12.113,RSA-2048,2048,1825,0.35,13.7,high,"ISO27001, NIST",hourly,critical,0.8860566937668372,3339
smart_home_sensor_07247,smart_home_sensor,door_status,12.86,0.559,ECC-256,256,1825,3.54,1.6,low,GDPR,hourly,medium,0.7450547236007169,2708
environmental_sensor_07248,environmental_sensor,noise,16.57,0.092,ECC-256,256,365,7.89,2.8,low,None,weekly,low,0.9943390099562346,2755
smart_home_sensor_07249,smart_home_sensor,temperature,10.79,0.454,RSA-2048,2048,730,1.11,4.8,low,GDPR,monthly,medium,0.9935250088291856,1104
environmental_sensor_07250,environmental_sensor,co2,59.54,0.021,ECC-384,384,90,3.51,5.8,low,None,daily,low,0.7815686501499991,2289
health_monitor_07251,health_monitor,spo2,54.64,4.015,AES-256,256,730,1.23,11.7,critical,"HIPAA, GDPR",hourly,high,0.8590254337677768,1926
smart_home_sensor_07252,smart_home_sensor,door_status,24.01,0.185,RSA-2048,2048,730,3.63,1.3,low,GDPR,daily,medium,0.7682842480122403,1536
location_tracker_07253,location_tracker,speed,23.38,0.317,RSA-2048,2048,1825,4.07,6.3,high,"GDPR, CCPA",monthly,high,0.9976556488001387,3613
industrial_monitor_07254,industrial_monitor,vibration,151.31,59.434,ECC-384,384,365,1.23,8.0,high,"ISO27001, NIST",daily,medium,0.8044911271901061,2136
industrial_monitor_07255,industrial_monitor,flow_rate,224.13,67.199,RSA-2048,2048,365,4.8,10.8,high,"ISO27001, NIST",daily,critical,0.9705884899399915,3308
industrial_monitor_07256,industrial_monitor,flow_rate,141.07,62.205,RSA-4096,4096,180,4.79,11.5,high,"ISO27001, NIST",hourly,high,0.828711790013932,2066
smart_home_sensor_07257,smart_home_sensor,temperature,25.35,0.956,RSA-3072,3072,730,4.73,2.8,low,GDPR,hourly,low,0.9148652840491887,2435
location_tracker_07258,location_tracker,altitude,26.47,0.393,RSA-2048,2048,180,2.49,3.2,high,"GDPR, CCPA",daily,high,0.9716224008065482,2599
smart_home_sensor_07259,smart_home_sensor,temperature,22.81,0.629,RSA-2048,2048,180,2.14,1.0,low,GDPR,daily,medium,0.8863612428781845,2366
industrial_monitor_07260,industrial_monitor,vibration,202.9,35.049,RSA-3072,3072,30,3.74,10.9,high,"ISO27001, NIST",monthly,high,0.7692663332747133,756
industrial_monitor_07261,industrial_monitor,vibration,152.75,69.133,RSA-3072,3072,30,5.05,9.2,high,"ISO27001, NIST",rarely,critical,0.9392700323600768,3478
environmental_sensor_07262,environmental_sensor,noise,25.93,0.079,RSA-2048,2048,30,6.43,3.6,low,None,hourly,medium,0.9726701208986748,3363
industrial_monitor_07263,industrial_monitor,pressure,69.92,88.301,RSA-3072,3072,1825,4.56,11.6,high,"ISO27001, NIST",monthly,high,0.7267342192343453,2236
industrial_monitor_07264,industrial_monitor,vibration,131.27,26.925,ECC-384,384,365,2.68,5.8,high,"ISO27001, NIST",weekly,medium,0.8120049959756227,3127
location_tracker_07265,location_tracker,speed,34.48,0.212,RSA-2048,2048,730,6.84,4.3,high,"GDPR, CCPA",hourly,high,0.9977866019279943,3498
industrial_monitor_07266,industrial_monitor,vibration,243.0,50.828,RSA-2048,2048,90,0.65,9.8,high,"ISO27001, NIST",daily,critical,0.8955612150014043,1965
health_monitor_07267,health_monitor,blood_pressure,105.66,9.984,ECC-256,256,90,3.64,20.0,critical,"HIPAA, GDPR",weekly,critical,0.7522502477975065,1857
industrial_monitor_07268,industrial_monitor,flow_rate,213.86,82.937,RSA-4096,4096,730,0.76,12.5,high,"ISO27001, NIST",rarely,high,0.9529200611666222,756
environmental_sensor_07269,environmental_sensor,particulate_matter,53.74,0.044,ECC-256,256,180,1.46,6.0,low,None,monthly,medium,0.84133315350964,2025
location_tracker_07270,location_tracker,altitude,38.44,0.542,RSA-3072,3072,365,5.28,7.0,high,"GDPR, CCPA",rarely,high,0.9585539688069984,3649
health_monitor_07271,health_monitor,blood_pressure,118.53,4.927,AES-256,256,730,5.01,15.2,critical,"HIPAA, GDPR",rarely,high,0.9290520569146735,2122
smart_home_sensor_07272,smart_home_sensor,motion,25.72,0.31,RSA-2048,2048,30,3.98,4.7,low,GDPR,hourly,medium,0.9166280875370839,54
industrial_monitor_07273,industrial_monitor,vibration,104.58,17.145,RSA-2048,2048,730,6.74,5.5,high,"ISO27001, NIST",monthly,critical,0.7810696338183126,397
location_tracker_07274,location_tracker,speed,56.2,0.763,RSA-3072,3072,730,0.42,8.8,high,"GDPR, CCPA",daily,critical,0.8675330548189495,1461
smart_home_sensor_07275,smart_home_sensor,motion,31.99,0.231,ECC-256,256,365,3.27,2.2,low,GDPR,weekly,medium,0.9565860513793044,248
health_monitor_07276,health_monitor,blood_pressure,64.54,8.254,ECC-256,256,730,6.46,20.0,critical,"HIPAA, GDPR",hourly,critical,0.9562693563045896,1022
industrial_monitor_07277,industrial_monitor,flow_rate,240.75,73.174,RSA-2048,2048,90,7.03,13.5,high,"ISO27001, NIST",monthly,critical,0.7511657119074646,1968
smart_home_sensor_07278,smart_home_sensor,temperature,21.46,0.991,RSA-2048,2048,365,2.84,2.4,low,GDPR,monthly,medium,0.820335870280156,1502
smart_home_sensor_07279,smart_home_sensor,humidity,25.21,0.271,RSA-2048,2048,180,3.54,1.6,low,GDPR,weekly,low,0.8379567304898239,2490
environmental_sensor_07280,environmental_sensor,air_quality,44.18,0.09,ECC-256,256,730,5.24,6.8,low,None,rarely,medium,0.844262849203434,1146
smart_home_sensor_07281,smart_home_sensor,door_status,26.37,0.559,RSA-2048,2048,180,1.67,3.0,low,GDPR,weekly,medium,0.8373566840855072,330
smart_home_sensor_07282,smart_home_sensor,humidity,22.66,0.863,ECC-384,384,730,1.49,2.6,low,GDPR,monthly,low,0.7287855677036829,1755
environmental_sensor_07283,environmental_sensor,noise,50.99,0.048,RSA-4096,4096,180,7.21,2.1,low,None,rarely,low,0.9710554195850656,328
environmental_sensor_07284,environmental_sensor,co2,44.26,0.062,ECC-256,256,90,3.33,5.6,low,None,weekly,low,0.9344376772398952,3630
industrial_monitor_07285,industrial_monitor,temperature,115.06,93.76,RSA-2048,2048,365,4.68,11.8,high,"ISO27001, NIST",monthly,critical,0.8293942205827485,1668
location_tracker_07286,location_tracker,altitude,47.47,0.509,RSA-3072,3072,365,7.05,8.4,high,"GDPR, CCPA",weekly,high,0.9853918298157267,2009
smart_home_sensor_07287,smart_home_sensor,door_status,17.02,0.474,RSA-2048,2048,30,3.11,3.8,low,GDPR,rarely,medium,0.8624182363202372,3092
environmental_sensor_07288,environmental_sensor,co2,54.76,0.066,ECC-256,256,180,7.97,4.7,low,None,hourly,high,0.7173818366936279,3579
location_tracker_07289,location_tracker,gps_coordinates,61.38,0.75,RSA-4096,4096,365,0.67,4.0,high,"GDPR, CCPA",rarely,medium,0.8329461073519722,1590
